timestamp,rawBC,processedBC,atn
2022-04-12 09:46:01,,18880.0,0.0
2022-04-12 09:47:01,18880.0,18880.0,0.281023
2022-04-12 09:48:01,11443.0,9045.5,0.452113
2022-04-12 09:49:01,6648.0,9045.5,0.551754
2022-04-12 09:50:01,6774.0,6278.0,0.652724
2022-04-12 09:51:01,5782.0,6278.0,0.739103
2022-04-12 09:52:01,7653.0,7161.5,0.853866
2022-04-12 09:53:01,6670.0,7161.5,0.954085
2022-04-12 09:54:01,5060.0,5613.5,1.03001
2022-04-12 09:55:01,6167.0,5613.5,1.122153
2022-04-12 09:56:01,6383.0,7697.5,1.217616
2022-04-12 09:57:01,9012.0,7697.5,1.352394
2022-04-12 09:58:01,4021.0,4199.0,1.412516
2022-04-12 09:59:01,4377.0,4199.0,1.477831
2022-04-12 10:00:01,5219.0,6406.5,1.556003
2022-04-12 10:01:01,7594.0,6406.5,1.669157
2022-04-12 10:02:01,6034.0,5052.0,1.759761
2022-04-12 10:03:01,4070.0,5052.0,1.820404
2022-04-12 10:04:01,3123.0,3387.0,1.867092
2022-04-12 10:05:01,3651.0,3387.0,1.921642
2022-04-12 10:06:01,5337.0,6513.0,2.001727
2022-04-12 10:07:01,7689.0,6513.0,2.116686
2022-04-12 10:08:01,4855.0,4686.5,2.189076
2022-04-12 10:09:01,4518.0,4686.5,2.257091
2022-04-12 10:10:01,6655.0,6293.5,2.356899
2022-04-12 10:11:01,5932.0,6293.5,2.445633
2022-04-12 10:12:01,3645.0,3447.5,2.500016
2022-04-12 10:13:01,3250.0,3447.5,2.548444
2022-04-12 10:14:01,5488.0,5835.5,2.630442
2022-04-12 10:15:01,6183.0,5835.5,2.723223
2022-04-12 10:16:01,14312.0,14907.5,2.936489
2022-04-12 10:17:01,15503.0,14907.5,3.167862
2022-04-12 10:18:01,11685.0,9380.0,3.342849
2022-04-12 10:19:01,7075.0,9380.0,3.448683
2022-04-12 10:20:01,4656.0,4468.5,3.518874
2022-04-12 10:21:01,4281.0,4468.5,3.582776
2022-04-12 10:22:01,4562.0,4090.5,3.650982
2022-04-12 10:23:01,3619.0,4090.5,3.705072
2022-04-12 10:24:01,5476.0,6392.5,3.786969
2022-04-12 10:25:01,7309.0,6392.5,3.895473
2022-04-12 10:26:01,10971.0,9523.5,4.05969
2022-04-12 10:27:01,8076.0,9523.5,4.180682
2022-04-12 10:28:01,7023.0,5325.5,4.286206
2022-04-12 10:29:01,3628.0,5325.5,4.340458
2022-04-12 10:30:01,3495.0,3154.5,4.392612
2022-04-12 10:31:01,2814.0,3154.5,4.434812
2022-04-12 10:32:01,3076.0,5402.5,4.480833
2022-04-12 10:33:01,7729.0,5402.5,4.59646
2022-04-12 10:34:01,6065.0,5591.5,4.683769
2022-04-12 10:35:01,5118.0,5591.5,4.760313
2022-04-12 10:36:01,4994.0,5303.0,4.835033
2022-04-12 10:37:01,5612.0,5303.0,4.91882
2022-04-12 10:38:01,4612.0,7904.5,4.987723
2022-04-12 10:39:01,11197.0,7904.5,5.155099
2022-04-12 10:40:01,17963.0,16873.0,5.423791
2022-04-12 10:41:01,15783.0,16873.0,5.65927
2022-04-12 10:42:01,8905.0,6732.0,5.793232
2022-04-12 10:43:01,4559.0,6732.0,5.861235
2022-04-12 10:44:01,3044.0,2865.5,5.906779
2022-04-12 10:45:01,2687.0,2865.5,5.946869
2022-04-12 10:46:01,4047.0,3779.0,6.007368
2022-04-12 10:47:01,3511.0,3779.0,6.059796
2022-04-12 10:48:01,8109.0,14332.0,6.180972
2022-04-12 10:49:01,20555.0,14332.0,6.485826
2022-04-12 10:50:01,12144.0,10640.5,6.667519
2022-04-12 10:51:01,9137.0,10640.5,6.804038
2022-04-12 10:52:01,6229.0,6786.5,6.897277
2022-04-12 10:53:01,7344.0,6786.5,7.006991
2022-04-12 10:54:01,8462.0,13523.0,7.133753
2022-04-12 10:55:01,18584.0,13523.0,7.4116
2022-04-12 10:56:01,4966.0,5408.5,7.485843
2022-04-12 10:57:01,5851.0,5408.5,7.573373
2022-04-12 10:58:01,5854.0,5483.0,7.660342
2022-04-12 10:59:01,5112.0,5483.0,7.736814
2022-04-12 11:00:01,10606.0,11895.0,7.895137
2022-04-12 11:01:01,13184.0,11895.0,8.091038
